metier.cm,pcgroup,year,Node Strength,Importance,Scaled Node Strength,Long-term Mean Node Strength,5-Year Mean Node Strength,Scaled Importance,Long-term Mean Importance,5-Year Mean Importance,Revenue,5-Year Mean Revenue,Landed Weight,5-Year Mean Landed Weight,Scaled Revenue,Long-term Mean Revenue,5-Year Mean Scaled Revenue,Scaled Landed Weight,Long-term Mean Landed Weight,5-Year Mean Scaled Landed Weight,Edge Density,Scaled Edge Density,Long-term Mean Edge Density,5-Year Mean Edge Density
Salmon,Eureka,2020,0.106122032916146,0.063523617345108,-0.6008023371866328,0.17827323065663458,0.21616462918170218,-0.8102462142685013,0.27831928230929265,0.36483300275719965,257811.41307692308,156207.5245003731,42277.3,22628.189999999995,-0.09183180408612629,292877.0474553228,-0.35791763300521945,-0.17621039225043536,54237.4575,-0.4657030164463921,0.619047619047619,-0.5682773157352047,0.6989262371615313,0.6496825396825396
Salmon,Morro Bay,2020,0.601478896497045,0.998670770100074,1.538034092886509,0.27530404627555566,0.3783545809169346,1.4469939929374325,0.4823166577209636,0.6957737084247438,447410.31,710661.3376443636,40833.04,90164.782,-0.005353185968889401,450812.4349158442,0.4088678501014004,-0.25779045428343533,65060.874285714286,0.2671121032791214,0.571428571428571,0.0582161249414685,0.56531279178338,0.4866666666666665
Salmon,Fort Bragg,2020,0.405018180216063,0.387127659320569,0.5714867089781521,0.3141827289601943,0.26010680865803926,-0.16797971037780965,0.4239692074252339,0.29054743560910445,3622537.0617575757,1342264.1528631204,576494.8,202739.30999999994,0.5176281326318382,2560986.157112679,-0.5942671166278704,0.21964482615027603,486234.09785714286,-0.6898701418790052,0.466666666666667,-2.73318816534921,0.7977591036414565,0.7161904761904763
Salmon,Bodega Bay,2020,0.921287697851181,0.998331370208878,0.6912985437748232,0.7741969613461402,0.7770053197761063,0.7288336608851091,0.9164167095198792,0.9442514171937363,4368195.926374101,2826711.41606267,632612.93,419951.93200000003,1.539884027610041,2063621.8446188106,0.5098857320339178,1.0679122712145632,360841.3128571429,0.23227206801571879,0.933333333333333,1.4680484323434564,0.5929971988795517,0.7752380952380952
Salmon,San Francisco,2020,0.683631065852864,0.977972992162316,1.2057774942066986,0.512347325465276,0.6097071342825976,0.6453161570411228,0.878147217492134,0.9442351432930224,5159213.318138586,4651561.713716257,594358.78,601976.1540000001,0.7798851368549015,3358034.113032949,0.5600791675947252,0.10531561900131263,545853.0607142857,0.12185446163240772,0.571428571428571,-0.08506454812124437,0.581096681096681,0.6019047619047616
Salmon,Monterey,2020,0.560271056043944,0.975788742057916,1.2211228401872565,0.29846641695244064,0.4133754468087207,1.436184815321047,0.33840694631002816,0.5171213243988031,3232503.3659469676,2201295.694415933,333288.34,276047.364,1.5326719250846175,1556694.0867985475,0.5895436904142344,0.30945495200381123,256344.86214285714,0.0792404624324002,0.535714285714286,-0.7275811407720296,0.5752567693744165,0.5614285714285714
Salmon,Santa Barbara,2020,0,0.0409304142556731,-0.7071067811865475,0.006942871604798,NA,0.7071067811865477,0.03193974535849905,0,10509.4,24090.059999999998,1772.86,3108.576,-0.4176659403145517,21585.24057142857,0.09445583431845175,-0.3508020234225335,3003.5192857142856,0.029946637849614953,0.644444444444444,-1.6848346110693733,0.7982259570494865,0.8050793650793647
Whiting,Brookings,2020,NA,NA,NA,NA,NA,0,NA,0,811.364593148148,962.3541405797441,381,529.6,0.36962777841388156,600.2396475152851,0.6339732863005212,0.028964222318174613,371,0.45937256596624937,0.866666666666667,0.4656854628484015,0.7946778711484594,0.7485714285714287
Whiting,Coos Bay,2020,NA,NA,NA,NA,NA,0,NA,0,802.5291492467533,3320.7479129785397,434,3449.6,-0.5918673418594262,199799.58783147152,-0.5843775253979148,-0.5842451512357123,1828947.4375,-0.5832816091353736,0.777777777777778,0.07674932527199613,0.7655462184873949,0.7166666666666666
Whiting,Eureka,2020,NA,NA,NA,NA,NA,0,NA,0,1.5,989.4684638009345,1882,2719.4,-0.5444879300392069,85624.02613202974,-0.53820527373250715,-0.458297045836737,1247808.3125,-0.45798901963780914,0.619047619047619,-0.5682773157352047,0.6989262371615313,0.6496825396825396
Whiting,Fort Bragg,2020,NA,NA,NA,NA,NA,0,NA,0,0,631.9698666666667,2,177.8,-0.5030948977286759,489.053676708787,0.14701945695307692,-0.7806351374363738,2146.909090909091,-0.716653098410585,0.466666666666667,-2.73318816534921,0.7977591036414565,0.7161904761904763
Whiting,Los Angeles,2020,NA,NA,NA,NA,NA,0,NA,0,102.175,92.75500000000008,57.8,44.42,-0.5276142698222549,491.6742013888889,-0.5403745692118378,-0.4969876905049252,179.0375,-0.5518361928161399,0.577777777777778,-0.01253082243868396,0.5785671844495374,0.6282395382395384
Whiting,Monterey,2020,NA,NA,NA,NA,NA,0,NA,0,31.45,52.22660000000006,292,294.44,-0.34139070397507904,426.7627857142857,-0.3234481067292235,-0.3025873592648007,7376.657142857143,-0.3024831462956028,0.535714285714286,-0.7275811407720296,0.5752567693744165,0.5614285714285714
Whiting,Morro Bay,2020,NA,NA,NA,NA,NA,0,NA,0,0,0.42000000000005,4,674.8199999999999,-0.33682033295820324,381.225,-0.3364492540944287,-0.8386745228738576,1573.7583333333334,-0.48027563338392054,0.571428571428571,0.0582161249414685,0.56531279178338,0.4866666666666665
Whiting,San Francisco,2020,NA,NA,NA,NA,NA,0,NA,0,620.47,2196.269288973876,2152,4543.6,-0.2655356303169523,1051.1680650874844,0.7059822179596377,0.03286410290600107,2061.977046153846,0.905950189864589,0.571428571428571,-0.08506454812124437,0.581096681096681,0.6019047619047616
Whiting,Santa Barbara,2020,NA,NA,NA,NA,NA,0,NA,0,210.275,333.2581891472867,115.7,169.07999999999998,0.036761988222897016,200.3247699335548,0.4911340500602638,-0.22234591624466002,173.17857142857142,-0.015854614979642835,0.644444444444444,-1.6848346110693733,0.7982259570494865,0.8050793650793647
Salmon,San Diego,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,-0.7672875363162274,0.6444444444444445,0.6968253968253968
Salmon,Los Angeles,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577777777777778,-0.01253082243868396,0.5785671844495374,0.6282395382395384
Whiting,Puget Sound,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305555555555556,0.12327997903148488,0.3001909854851032,0.26994227994228004
Whiting,North WA Coast,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,-0.39128743890745477,0.37133520074696547,0.32920634920634917
Whiting,Tillamook,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,-0.1874775755505773,0.6257703081232493,0.5866666666666667
Whiting,Columbia River,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
Whiting,Crescent City,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733333333333333,0.3689368049749844,0.6686274509803921,0.6266666666666665
Whiting,Bodega Bay,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,1.4680484323434564,0.5929971988795517,0.7752380952380952
Whiting,San Diego,2020,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,-0.7672875363162274,0.6444444444444445,0.6968253968253968
