"","30","1","3","25","60"
"30",0.638095238095238,0.0904761904761905,0.0142857142857143,0.0714285714285714,0
"1",0,0.252380952380952,0.0761904761904762,0.0761904761904762,0
"3",0,0,0.104761904761905,0.0142857142857143,0
"25",0,0,0,0.2,0
"60",0,0,0,0,0.104761904761905
