"1","25","30","45","70"
20121.7209434733,35271.8518980751,68610.8343233535,23695.1154842702,178206.000127262
0,59833.2806241419,112342.760497361,41133.1487984768,279948.979667357
0,0,202461.94342024,79196.1984678857,478817.6902921
0,0,0,27821.8861727023,203310.449896603
0,0,0,0,1051166.78302869
