"","30","1","3","25","80","60"
"30",22,28.8288288288288,10.8018018018018,12.2342342342342,2.81081081081081,0
"1",0,61.1711711711712,27.027027027027,26.1261261261261,5.40540540540541,0.963963963963964
"3",0,0,20.2162162162162,6.91891891891892,2,1.44144144144144
"25",0,0,0,18.2342342342342,1.54054054054054,0.540540540540541
"80",0,0,0,0,1.1981981981982,0
"60",0,0,0,0,0,1.21621621621622
