"","30","55","70","1","3","45","25","80","35","20","2"
"30",0.67005076142132,0.0761421319796954,0,0.0558375634517767,0.0456852791878173,0,0.101522842639594,0.0050761421319797,0.0558375634517767,0.0101522842639594,0
"55",0,0.142131979695431,0,0.0558375634517767,0.0558375634517767,0,0.0203045685279188,0.0152284263959391,0.0152284263959391,0,0
"70",0,0,0.116751269035533,0.0050761421319797,0.0050761421319797,0.0304568527918782,0,0,0,0,0
"1",0,0,0,0.17258883248731,0.0812182741116751,0,0.0304568527918782,0.0101522842639594,0.0050761421319797,0,0.0050761421319797
"3",0,0,0,0,0.137055837563452,0,0.0101522842639594,0.0050761421319797,0,0,0.0050761421319797
"45",0,0,0,0,0,0.0304568527918782,0,0,0,0,0
"25",0,0,0,0,0,0,0.142131979695431,0,0.0101522842639594,0,0
"80",0,0,0,0,0,0,0,0.0355329949238579,0.0101522842639594,0.0050761421319797,0
"35",0,0,0,0,0,0,0,0,0.0913705583756345,0,0
"20",0,0,0,0,0,0,0,0,0,0.0101522842639594,0
"2",0,0,0,0,0,0,0,0,0,0,0.0050761421319797
