"","25","1","30","50","20","60"
"25",0.25,0,0,0,0,0
"1",0,0.195652173913043,0,0,0,0
"30",0,0,0.478260869565217,0.271739130434783,0,0
"50",0,0,0,0.271739130434783,0,0
"20",0,0,0,0,0,0
"60",0,0,0,0,0,0.0760869565217391
