"","25","1","35","55","21"
"25",0.732142857142857,0.133928571428571,0.0714285714285714,0,0
"1",0,0.258928571428571,0.0625,0,0.0357142857142857
"35",0,0,0.169642857142857,0,0
"55",0,0,0,0.0535714285714286,0
"21",0,0,0,0,0.0357142857142857
