"","35","25","1","30","21"
"35",3.96666666666667,9.91666666666667,1.06666666666667,3.7,0
"25",0,74.9083333333333,19.3333333333333,25.6,1.7
"1",0,0,10.45,7.24166666666667,1.625
"30",0,0,0,16.3416666666667,0
"21",0,0,0,0,0.3
