"","25","35","1","30","21","2"
"25",0.333333333333333,0.15625,0.0972222222222222,0.0798611111111111,0.0555555555555556,0.0138888888888889
"35",0,0.666666666666667,0.0763888888888889,0.21875,0.0138888888888889,0
"1",0,0,0.180555555555556,0.0520833333333333,0.0208333333333333,0.0381944444444444
"30",0,0,0,0.336805555555556,0,0.0243055555555556
"21",0,0,0,0,0.0625,0
"2",0,0,0,0,0,0.0486111111111111
