"","1","3","25","55","80","20"
"1",0.345238095238095,0.238095238095238,0.0119047619047619,0,0.0119047619047619,0.0119047619047619
"3",0,0.726190476190476,0.0357142857142857,0.0595238095238095,0.0714285714285714,0.0119047619047619
"25",0,0,0.0952380952380952,0,0.0119047619047619,0
"55",0,0,0,0.0595238095238095,0.0238095238095238,0
"80",0,0,0,0,0.130952380952381,0
"20",0,0,0,0,0,0.0238095238095238
