"","25","3","50","2","21","35"
"25",0.483221476510067,0.0939597315436242,0.0469798657718121,0,0.0604026845637584,0.0201342281879195
"3",0,0.335570469798658,0.0402684563758389,0.174496644295302,0.0201342281879195,0
"50",0,0,0.0536912751677852,0,0,0
"2",0,0,0,0.174496644295302,0,0
"21",0,0,0,0,0.187919463087248,0
"35",0,0,0,0,0,0.140939597315436
