"","30","25","60","1","50","35","20","80","21","40","65"
"30",0.403422982885086,0.0513447432762836,0,0,0.00488997555012225,0,0.00244498777506112,0.00488997555012225,0,0,0
"25",0,0.464547677261614,0,0.00488997555012225,0.00733496332518337,0.00244498777506112,0.039119804400978,0,0.00488997555012225,0,0
"60",0,0,0.0709046454767726,0,0,0,0.00244498777506112,0,0,0.00244498777506112,0.00733496332518337
"1",0,0,0,0.0562347188264059,0.0366748166259169,0,0,0.00733496332518337,0,0,0
"50",0,0,0,0,0.058679706601467,0,0,0,0,0,0
"35",0,0,0,0,0,0.0171149144254279,0,0,0,0,0
"20",0,0,0,0,0,0,0.0513447432762836,0,0.00244498777506112,0,0
"80",0,0,0,0,0,0,0,0.0220048899755501,0,0,0
"21",0,0,0,0,0,0,0,0,0.00488997555012225,0,0
"40",0,0,0,0,0,0,0,0,0,0.0122249388753056,0
"65",0,0,0,0,0,0,0,0,0,0,0.0122249388753056
