"","30","25","1","80"
"30",0.744791666666667,0.177083333333333,0.046875,0
"25",0,0.390625,0.0416666666666667,0.00520833333333333
"1",0,0,0.0833333333333333,0.00520833333333333
"80",0,0,0,0.0104166666666667
