"","55","25","1","3","60"
"55",0.0163934426229508,0,0,0.0163934426229508,0
"25",0,0.934426229508197,0.0327868852459016,0.0327868852459016,0.0163934426229508
"1",0,0,0.0491803278688525,0.0327868852459016,0
"3",0,0,0,0.0983606557377049,0
"60",0,0,0,0,0.0163934426229508
