"","1","3","35","21","25"
"1",0.376,0.312,0,0.04,0.264
"3",0,0.576,0.024,0.024,0.256
"35",0,0,0.08,0,0.032
"21",0,0,0,0.064,0.04
"25",0,0,0,0,0.536
