"","1","25","35","2"
"1",0.4375,0.258928571428571,0.0357142857142857,0.0178571428571429
"25",0,0.767857142857143,0.0446428571428571,0.00892857142857143
"35",0,0,0.0892857142857143,0
"2",0,0,0,0.0357142857142857
