"","1","25","3","60"
"1",0.481927710843373,0.156626506024096,0.120481927710843,0
"25",0,0.36144578313253,0.0602409638554217,0.0120481927710843
"3",0,0,0.228915662650602,0.0120481927710843
"60",0,0,0,0.228915662650602
