"","1","3","25","21"
"1",0.265486725663717,0.185840707964602,0.185840707964602,0.0353982300884956
"3",0,0.486725663716814,0.176991150442478,0.0353982300884956
"25",0,0,0.504424778761062,0.0530973451327434
"21",0,0,0,0.194690265486726
