"","30","25","35","19","20","60","50","1","21","45","40"
"30",84.4170731707317,24.5707317073171,0,1.30731707317073,0,0,0,0,0.617073170731707,0,0
"25",0,94.7390243902439,0.570731707317073,0.58780487804878,8.19512195121951,1.2,3.19512195121951,1.86585365853659,1.07317073170732,0,0
"35",0,0,0.570731707317073,0,0,0,0.158536585365854,0.136585365853659,0,0,0
"19",0,0,0,0.98780487804878,0,0,0.541463414634146,1.22926829268293,0,0,0
"20",0,0,0,0,1.18048780487805,0.126829268292683,0,0,0.11219512195122,0,0
"60",0,0,0,0,0,1.96585365853659,0,0,0,0,0
"50",0,0,0,0,0,0,5.60975609756098,3.4780487804878,0,0,0
"1",0,0,0,0,0,0,0,3.4,0,0,0
"21",0,0,0,0,0,0,0,0,0.0365853658536585,0,0
"45",0,0,0,0,0,0,0,0,0,0.0609756097560976,0
"40",0,0,0,0,0,0,0,0,0,0,0.0731707317073171
