"","30","1","3","25","60"
"30",0.715846994535519,0.0819672131147541,0.0218579234972678,0.103825136612022,0.00546448087431694
"1",0,0.213114754098361,0.0710382513661202,0.0601092896174863,0.00546448087431694
"3",0,0,0.136612021857924,0.0437158469945355,0.0109289617486339
"25",0,0,0,0.174863387978142,0.0109289617486339
"60",0,0,0,0,0.0765027322404372
