"","1","25","35","2"
"1",24.9375,31.0714285714286,2.28571428571429,1.05357142857143
"25",0,71.4107142857143,4.46428571428571,0.857142857142857
"35",0,0,1.07142857142857,0
"2",0,0,0,0.142857142857143
