"","30","25","3","35","21"
"30",54.1666666666667,15.125,5.33333333333333,15.9722222222222,0
"25",0,11.25,3.25,8.5,0.444444444444444
"3",0,0,9,2.08333333333333,0
"35",0,0,0,11,0.486111111111111
"21",0,0,0,0,0.125
