"","25","20","3","21"
"25",0.922222222222222,0.0555555555555556,0.0777777777777778,0.0444444444444444
"20",0,0.0666666666666667,0.0111111111111111,0
"3",0,0,0.133333333333333,0
"21",0,0,0,0.0555555555555556
