crab_year,IOPAC,species_group_2_label2,SPGRPN2,num_vessels,total_rev,total_pounds
2022,Monterey,Non-DTS groundfish,3,38,727458.8804322595,737402.518
2022,Monterey,Other,80,9,5474.018205128205,2437.65
2022,Monterey,Prawns/shrimp,20,4,696965.7,26464.4
2022,Monterey,Skate/dogfish/shark,19,7,7012.052119655545,21594
2022,Monterey,Tuna,35,15,88215.8203,18197.33
2022,Monterey,Whiting,2,3,40.773472222222225,306
2017,Morro Bay,CA halibut/croaker,55,22,76945.74628,12922.03
2017,Morro Bay,Crab,25,16,500775.4464,140451.36
2017,Morro Bay,DTS groundfish,1,37,425144.249,150070.74
2017,Morro Bay,Non-DTS groundfish,3,37,483941.3953,155279.87
2017,Morro Bay,Other,80,29,374862.5409,297866.81
2017,Morro Bay,Salmon,30,29,70313.313,6570.47
2017,Morro Bay,Skate/dogfish/shark,19,8,805.116,937.65
2017,Morro Bay,Whiting,2,3,2.1,525.1
2018,Morro Bay,CA halibut/croaker,55,24,31712.465,5716.93
2018,Morro Bay,Coastal pelagics,45,15,492.2735,835.1
2018,Morro Bay,Crab,25,14,324102.5825,90606.61
2018,Morro Bay,DTS groundfish,1,38,183087.3688,60324.89
2018,Morro Bay,Non-DTS groundfish,3,44,339026.3473,70205.6
2018,Morro Bay,Other,80,26,181576.0192,130609.37
2018,Morro Bay,Salmon,30,124,2476506.745,345367.78
2018,Morro Bay,Skate/dogfish/shark,19,7,956.19,955
2018,Morro Bay,Squid,70,3,99141.06,198330
2018,Morro Bay,Tuna,35,4,30102.75,14062
2019,Morro Bay,CA halibut/croaker,55,19,20886.125,3224.48
2019,Morro Bay,Crab,25,10,300118.5497916667,101767.85
2019,Morro Bay,DTS groundfish,1,19,67900.075,26025.4
2019,Morro Bay,Non-DTS groundfish,3,28,282378.66333664284,57095.66
2019,Morro Bay,Other,80,10,130282.35,119873.1
2019,Morro Bay,Salmon,30,48,230841.12956097562,26019.16
2019,Morro Bay,Skate/dogfish/shark,19,4,867.4200000000001,1254.7
2020,Morro Bay,CA halibut/croaker,55,18,31963.862272727274,5797.01
2020,Morro Bay,Crab,25,7,224276.1886440678,60523.1
2020,Morro Bay,DTS groundfish,1,9,32641.46372,13358.56356
2020,Morro Bay,Non-DTS groundfish,3,29,332598.65628,67783.60644
2020,Morro Bay,Other,80,12,110774.91,92869.14
2020,Morro Bay,Salmon,30,56,445689.1138235294,40637.04
2020,Morro Bay,Skate/dogfish/shark,19,3,567.65,736.1
2021,Morro Bay,CA halibut/croaker,55,18,48500.475,8994.5
2021,Morro Bay,Crab,25,6,101723.51,40832.58
2021,Morro Bay,DTS groundfish,1,19,55707.05,19340.9
2021,Morro Bay,Non-DTS groundfish,3,24,469646.845,89722.9
2021,Morro Bay,Other,80,17,59834.835,41217.9
2021,Morro Bay,Salmon,30,32,133559.79,13892.96
2021,Morro Bay,Skate/dogfish/shark,19,4,1081.5125,1307.5
2021,Morro Bay,Tuna,35,7,17356.225,4499.85
2022,Morro Bay,CA halibut/croaker,55,16,69539.17875,11826.35
2022,Morro Bay,Crab,25,6,104169.4525,37009.57
2022,Morro Bay,DTS groundfish,1,20,142883.79,44483.46
2022,Morro Bay,Non-DTS groundfish,3,22,503264.34954545455,99114.93
2022,Morro Bay,Other,80,16,76214.08333333333,58625.2
2022,Morro Bay,Skate/dogfish/shark,19,3,494,412.2
2022,Morro Bay,Squid,70,4,664.4508333333333,431.6
2022,Morro Bay,Tuna,35,4,7902.8,2014.9
2017,Newport,Coastal pelagics,45,12,13149.991543801283,174896
2017,Newport,Crab,25,47,10046221.994529711,3056470
2017,Newport,DTS groundfish,1,27,2310247.8404396484,2806301.69890676
2017,Newport,Echinoderms,60,3,113.91499999999999,55
2017,Newport,Herring,40,16,47260.87384726639,35339
2017,Newport,Non-DTS groundfish,3,53,4075307.7967391307,10733538.30109324
2017,Newport,Other,80,18,3821.3792313153676,8914.4242
2017,Newport,Pacific halibut,50,31,20715.355448172173,3674
2017,Newport,Pink shrimp,21,7,3266805.638882353,4312372
2017,Newport,Salmon,30,112,1052783.2254078623,134001
2017,Newport,Skate/dogfish/shark,19,19,123677.5470062139,297013.5758
2017,Newport,Squid,70,17,1071451.7841041693,2273545
2017,Newport,Tuna,35,73,1764302.37,1016289
2017,Newport,Whiting,2,15,7331868.537463897,82098194
2018,Newport,Coastal pelagics,45,18,684061.4378681052,678540
2018,Newport,Crab,25,57,10163297.527701799,2867577
2018,Newport,DTS groundfish,1,29,2258957.793298519,2947396.32020484
2018,Newport,Echinoderms,60,4,54.3428571428571,49
2018,Newport,Herring,40,14,421566.61947227694,247681
2018,Newport,Non-DTS groundfish,3,60,5746654.827913557,7879754.67979516
2018,Newport,Other,80,29,23809.5084402918,11167.6897
2018,Newport,Pacific halibut,50,59,165338.55078554215,28222
2018,Newport,Pink shrimp,21,9,2219285.047,2942284
2018,Newport,Salmon,30,116,1302592.2818619022,198837
2018,Newport,Skate/dogfish/shark,19,19,155484.6776246111,197140.3103
2018,Newport,Squid,70,26,1016542.012822553,1799610
2018,Newport,Tuna,35,83,2300566.5488888887,1403930
2018,Newport,Whiting,2,16,8571986.15167512,85996519
2019,Newport,Coastal pelagics,45,16,965952.4463295032,425487
2019,Newport,Crab,25,83,12459890.580156093,3381504
2019,Newport,DTS groundfish,1,27,1490005.6678558083,1917843.00289943
2019,Newport,Echinoderms,60,3,7.913194444444443,3
2019,Newport,Herring,40,23,18256.72997160867,7491
2019,Newport,Non-DTS groundfish,3,68,3511824.897787466,5864295.99710057
2019,Newport,Other,80,33,44284.303283985704,34166.7924
2019,Newport,Pacific halibut,50,37,147575.77792237385,28047
2019,Newport,Pink shrimp,21,9,1798860.901,3514965
2019,Newport,Salmon,30,97,1016979.4656183129,123781
2019,Newport,Skate/dogfish/shark,19,20,111288.05354339704,149643.2076
2019,Newport,Squid,70,33,2894658.3024816765,4570832
2019,Newport,Tuna,35,62,1401961.18,814350
2019,Newport,Whiting,2,18,6077398.804491682,76767747
2020,Newport,Coastal pelagics,45,19,1504455.4367319692,1066330
2020,Newport,Crab,25,75,8238813.764580279,1741224
2020,Newport,DTS groundfish,1,28,1753511.1391684161,2323120.35740051
2020,Newport,Herring,40,14,563.8777352102659,199
2020,Newport,Non-DTS groundfish,3,61,4778980.624339556,10956803.64259949
2020,Newport,Other,80,33,33357.78431052013,17090.74
2020,Newport,Pacific halibut,50,44,256133.0580231265,36626
2020,Newport,Pink shrimp,21,8,3200743.3127198624,5648397
2020,Newport,Salmon,30,108,1388570.8983911625,149692
2020,Newport,Skate/dogfish/shark,19,17,99266.99327137203,155020.26
2020,Newport,Squid,70,34,2286473.7551114154,3810517
2020,Newport,Tuna,35,53,1679312.71,779441
2020,Newport,Whiting,2,14,6766590.724479068,65230881
2021,Newport,Coastal pelagics,45,32,437213.343426137,1162261
2021,Newport,Crab,25,62,11436433.03207404,2183509
2021,Newport,DTS groundfish,1,29,2469723.898843354,3164647.05071244
2021,Newport,Echinoderms,60,4,1190.086538461538,87
2021,Newport,Herring,40,23,47808.35133129822,89898
2021,Newport,Non-DTS groundfish,3,73,6001164.618760077,12826591.94928756
2021,Newport,Other,80,35,35052.675729071256,21370.7583
2021,Newport,Pacific halibut,50,37,231813.7595799513,31714
2021,Newport,Pink shrimp,21,7,2246930.7482676636,4980582
2021,Newport,Salmon,30,98,1663944.3315500482,192411
2021,Newport,Skate/dogfish/shark,19,20,232578.34636660665,270524.2417
2021,Newport,Squid,70,33,1648640.851798253,2655483
2021,Newport,Tuna,35,81,4030265.44,1791204
2021,Newport,Whiting,2,18,7116994.557070268,57292475
2022,Newport,Coastal pelagics,45,16,944698.5887446811,433764
2022,Newport,Crab,25,52,10096889.116780028,3526850
2022,Newport,DTS groundfish,1,36,2305794.638696732,2828259.1009
2022,Newport,Herring,40,11,594.3589366429586,596
2022,Newport,Non-DTS groundfish,3,55,8019467.975479142,15277619.8991
2022,Newport,Other,80,20,50295.924989058694,19151
2022,Newport,Pacific halibut,50,22,312614.58002,52840
2022,Newport,Pink shrimp,21,7,2612977.6533249896,4902523
2022,Newport,Salmon,30,38,69718.12285464471,18738
2022,Newport,Skate/dogfish/shark,19,25,276519.6458201348,341751
2022,Newport,Squid,70,15,74878.93119108929,35696
2022,Newport,Tuna,35,52,1245029.0835714287,965013
2022,Newport,Whiting,2,22,5437117.948201789,49280916
2017,North WA Coast,Crab,25,7,275911.55,53566
2017,North WA Coast,DTS groundfish,1,7,558911.84574,131412.2374
2017,North WA Coast,Non-DTS groundfish,3,8,21277.10146,23368.5376
2017,North WA Coast,Pacific halibut,50,23,95186.27,20596
2017,North WA Coast,Salmon,30,35,349604.9,41598
2017,North WA Coast,Skate/dogfish/shark,19,6,6303.85,23187
2018,North WA Coast,Crab,25,7,187796.05,37765
2018,North WA Coast,DTS groundfish,1,6,340392.20162,97624.1488
2018,North WA Coast,Non-DTS groundfish,3,16,21299.94033,19379.8542
2018,North WA Coast,Pacific halibut,50,39,183221.61,34867
2018,North WA Coast,Salmon,30,52,774009.023,140116
2018,North WA Coast,Skate/dogfish/shark,19,5,1757.5,7030
2018,North WA Coast,Tuna,35,7,30378.05,25143
2019,North WA Coast,Crab,25,6,143419.81818181818,33620
2019,North WA Coast,DTS groundfish,1,4,80750.155,32768
2019,North WA Coast,Non-DTS groundfish,3,7,7634.8,6338
2019,North WA Coast,Pacific halibut,50,14,85177.28,18271
2019,North WA Coast,Salmon,30,17,347229.4,61360
2019,North WA Coast,Tuna,35,3,17827.25,11121
2020,North WA Coast,Crab,25,4,606074.5,92762
2020,North WA Coast,DTS groundfish,1,6,160829.11519,59323.286
2020,North WA Coast,Non-DTS groundfish,3,12,12025.336136600754,9822.245
2020,North WA Coast,Pacific halibut,50,19,119207.83,21005
2020,North WA Coast,Salmon,30,26,329907.65,50816
2020,North WA Coast,Tuna,35,3,24986.25,12615
2021,North WA Coast,Crab,25,5,1029762.5,177319
2021,North WA Coast,DTS groundfish,1,4,217224.12496,60192.6944
2021,North WA Coast,Non-DTS groundfish,3,11,9087.454705,7337.0596000000005
2021,North WA Coast,Pacific halibut,50,21,170901.5,24676
2021,North WA Coast,Salmon,30,33,366606.25,92121
2021,North WA Coast,Skate/dogfish/shark,19,3,1057.25,4229
2021,North WA Coast,Tuna,35,4,80726,35811
2022,North WA Coast,Crab,25,3,478994.5,193487
2022,North WA Coast,DTS groundfish,1,4,131697.118925,40967.2873
2022,North WA Coast,Non-DTS groundfish,3,9,4642.073235,4170.3974
2022,North WA Coast,Pacific halibut,50,14,104902.31,19874
2022,North WA Coast,Salmon,30,21,425832.55,93465
2017,Puget Sound,Crab,25,56,3297062.9833333334,668325
2017,Puget Sound,DTS groundfish,1,3,415480.5885622888,740487.7866
2017,Puget Sound,Non-DTS groundfish,3,4,745345.9660325447,821892.654
2017,Puget Sound,Other,80,7,4394.277577103848,1766.9336
2017,Puget Sound,Salmon,30,144,2127628.62,1308311
2017,Puget Sound,Skate/dogfish/shark,19,3,49051.83183521529,87558.0069
2017,Puget Sound,Whiting,2,3,515.4117309255953,186
2018,Puget Sound,Crab,25,55,3054797.780781609,672764
2018,Puget Sound,DTS groundfish,1,4,505799.2006976877,851469.2536
2018,Puget Sound,Non-DTS groundfish,3,10,1101267.6633742377,1694759.4128
2018,Puget Sound,Other,80,4,4773.223744924183,3042
2018,Puget Sound,Pacific halibut,50,6,70481.64045454546,11939
2018,Puget Sound,Salmon,30,173,1307811.2346666667,1268205
2018,Puget Sound,Skate/dogfish/shark,19,3,35122.38949724862,68741
2018,Puget Sound,Whiting,2,3,2831.136514386048,1158.0099
2019,Puget Sound,Crab,25,27,907565.7,174473
2019,Puget Sound,DTS groundfish,1,3,40892.454,64613
2019,Puget Sound,Non-DTS groundfish,3,4,98323.69666069187,100592.1448
2019,Puget Sound,Salmon,30,117,NA,639982
2019,Puget Sound,Tuna,35,3,21516.25,9530
2020,Puget Sound,Crab,25,22,2694333.8,376665
2020,Puget Sound,Non-DTS groundfish,3,3,1692.08,986
2020,Puget Sound,Pacific halibut,50,4,12855.75,2243
2020,Puget Sound,Salmon,30,97,1020978.651724138,851996
2021,Puget Sound,Crab,25,25,2225506.85,400826
2021,Puget Sound,Non-DTS groundfish,3,3,598.19276,3881.3201
2021,Puget Sound,Pacific halibut,50,3,176664.07499999998,24108
2021,Puget Sound,Salmon,30,138,NA,3346151
2022,Puget Sound,Crab,25,23,2042111.05,488225
2022,Puget Sound,Salmon,30,97,485630.35,668923
2019,San Diego,Other,80,3,19809.2,12775.2
2019,San Diego,Tuna,35,4,15952,4477
2020,San Diego,Other,80,3,4306.6,1703
2020,San Diego,Tuna,35,4,9943.5,3845.5
2022,San Diego,Other,80,3,74138.75,9834
2022,San Diego,Tuna,35,3,231628.075,40863.15
2017,San Francisco,CA halibut/croaker,55,59,410379.82907,64930.01098
2017,San Francisco,Coastal pelagics,45,6,75659.752,1511099.4
2017,San Francisco,Crab,25,100,7410318.56689,1789301.82
2017,San Francisco,DTS groundfish,1,66,354421.770725,104678.518
2017,San Francisco,Non-DTS groundfish,3,35,530417.3363113492,959504.81102
2017,San Francisco,Other,80,24,21836.95885,17575.85
2017,San Francisco,Salmon,30,181,3889143.9472,455611.84
2017,San Francisco,Skate/dogfish/shark,19,4,7185.106,44333
2017,San Francisco,Squid,70,6,745918,1491836
2017,San Francisco,Tuna,35,3,2916.1965,1827.03
2017,San Francisco,Whiting,2,3,29843.811666666672,9308
2018,San Francisco,CA halibut/croaker,55,59,412660.555,68966.41
2018,San Francisco,Coastal pelagics,45,5,93.32,446.4
2018,San Francisco,Crab,25,80,5548915.16426,1325159.77
2018,San Francisco,DTS groundfish,1,48,373820.18636,239182.6258
2018,San Francisco,Non-DTS groundfish,3,33,480958.2368804774,786593.4665
2018,San Francisco,Other,80,20,31094.627875,5245.664
2018,San Francisco,Salmon,30,253,6471884.9983,1024662.89
2018,San Francisco,Skate/dogfish/shark,19,5,3846.330375,22293.1137
2018,San Francisco,Squid,70,3,92593.3,183496
2018,San Francisco,Tuna,35,13,115690.9325,81731.96
2018,San Francisco,Whiting,2,3,5877.51,4794
2019,San Francisco,CA halibut/croaker,55,71,412918.1080747126,73621.85
2019,San Francisco,Coastal pelagics,45,8,41064.625,511296.5
2019,San Francisco,Crab,25,113,10112505.898645397,3004079.56
2019,San Francisco,DTS groundfish,1,30,440518.302148,414436.5383
2019,San Francisco,Non-DTS groundfish,3,39,330374.07590683835,486806.1817
2019,San Francisco,Other,80,21,28019.328856410255,9077.5032
2019,San Francisco,Pacific halibut,50,4,3902.2,859.75
2019,San Francisco,Salmon,30,230,6022864.9685209235,752107.25
2019,San Francisco,Skate/dogfish/shark,19,7,2622.9520827938595,7891.7868
2019,San Francisco,Squid,70,7,1415138.0333333334,2397998
2019,San Francisco,Tuna,35,7,70327.6245,22895.45
2019,San Francisco,Whiting,2,3,345.0833333333337,1869
2020,San Francisco,CA halibut/croaker,55,49,537245.0925,98679.11
2020,San Francisco,Coastal pelagics,45,17,3377.765,1026.44
2020,San Francisco,Crab,25,91,5896929.083130271,1082167.48
2020,San Francisco,DTS groundfish,1,40,402114.6219390465,342628.7618
2020,San Francisco,Non-DTS groundfish,3,37,408925.76991968945,766664.86
2020,San Francisco,Other,80,17,5241.975166153846,2203.1782
2020,San Francisco,Salmon,30,192,5195146.729673368,597570.03
2020,San Francisco,Skate/dogfish/shark,19,5,1727.2483607185995,6877
2020,San Francisco,Squid,70,6,1223715.6,2039536
2020,San Francisco,Tuna,35,5,71212.175,23430.35
2021,San Francisco,CA halibut/croaker,55,48,1049498.0375,207392.19
2021,San Francisco,Coastal pelagics,45,5,479.6,188.2
2021,San Francisco,Crab,25,76,8795768.266603334,1529484.26
2021,San Francisco,DTS groundfish,1,42,515546.009264,353902.0897
2021,San Francisco,Non-DTS groundfish,3,29,391514.501096,473958.2447
2021,San Francisco,Other,80,16,7014.54714,2650.5656
2021,San Francisco,Salmon,30,199,6391234.410898161,845220.19
2021,San Francisco,Skate/dogfish/shark,19,3,1172.79,6854
2021,San Francisco,Tuna,35,11,108331.72,48948.38
2021,San Francisco,Whiting,2,4,4618.82,4190.5
2022,San Francisco,CA halibut/croaker,55,59,1187484.6675,223268.34
2022,San Francisco,Coastal pelagics,45,3,1101.296333333333,829
2022,San Francisco,Crab,25,62,5312205.695965,1647127.99
2022,San Francisco,DTS groundfish,1,43,607525.844331203,409373.33
2022,San Francisco,Non-DTS groundfish,3,33,487783.541807607,495894
2022,San Francisco,Other,80,11,5722.63,1929.74
2022,San Francisco,Prawns/shrimp,20,4,46736.5924,3101.4
2022,San Francisco,Skate/dogfish/shark,19,3,2417.054,11038
2022,San Francisco,Tuna,35,14,54947.325,15814.6
2017,Santa Barbara,CA halibut/croaker,55,11,31587.8,6126.95
2017,Santa Barbara,Coastal pelagics,45,8,89104.145,415165.8
2017,Santa Barbara,Crab,25,11,57769.065,22837.5
2017,Santa Barbara,DTS groundfish,1,5,5564.8072,1243.0286
2017,Santa Barbara,Echinoderms,60,5,31467.4,16121
2017,Santa Barbara,Non-DTS groundfish,3,10,56055.4528,10701.4114
2017,Santa Barbara,Other,80,12,65411.5098,23851.66
2017,Santa Barbara,Shellfish,65,10,1477188.9647,85788.91
2017,Santa Barbara,Squid,70,18,9464949.65,18998722.65
2017,Santa Barbara,Tuna,35,4,5872.1,1771.3
2018,Santa Barbara,CA halibut/croaker,55,6,77812.5,16889.8
2018,Santa Barbara,Coastal pelagics,45,11,43558.11,171547.2
2018,Santa Barbara,Crab,25,11,50631.214,23078.7
2018,Santa Barbara,DTS groundfish,1,3,22799,5360
2018,Santa Barbara,Echinoderms,60,3,14893.4,5347
2018,Santa Barbara,Non-DTS groundfish,3,5,73492.185,14805.6
2018,Santa Barbara,Other,80,10,64125.045,63951.1
2018,Santa Barbara,Salmon,30,14,86354,11406.02
2018,Santa Barbara,Shellfish,65,11,1478417.8926491227,99071.21
2018,Santa Barbara,Squid,70,21,4042781.205,8163038.76
2019,Santa Barbara,CA halibut/croaker,55,5,49698.45,10290.3
2019,Santa Barbara,Coastal pelagics,45,12,29864.265,215347.2
2019,Santa Barbara,Crab,25,10,40057.5314,21036.7
2019,Santa Barbara,DTS groundfish,1,3,1656.725,445.45
2019,Santa Barbara,Non-DTS groundfish,3,5,60738.65,15148
2019,Santa Barbara,Other,80,12,53966.88,43480.02
2019,Santa Barbara,Salmon,30,5,12691.2,1283.5
2019,Santa Barbara,Shellfish,65,9,1229542.364135965,89190.76
2019,Santa Barbara,Squid,70,12,1450726.4,2899509.5
2020,Santa Barbara,CA halibut/croaker,55,6,46700.525,8214.7
2020,Santa Barbara,Coastal pelagics,45,3,42878.8466666667,10871.2
2020,Santa Barbara,Crab,25,7,58434.90119047619,26634.9
2020,Santa Barbara,Non-DTS groundfish,3,5,31457.425,7808.4
2020,Santa Barbara,Other,80,11,18235.325,6616.3
2020,Santa Barbara,Salmon,30,5,27009.4,3272.86
2020,Santa Barbara,Shellfish,65,11,2271343.7514333334,88740.4
2020,Santa Barbara,Squid,70,12,1753803,2923005
2021,Santa Barbara,CA halibut/croaker,55,7,55281.625,9571.7
2021,Santa Barbara,Coastal pelagics,45,11,5660.202914285715,53491.72
2021,Santa Barbara,Crab,25,7,131619.4,26924.3
2021,Santa Barbara,DTS groundfish,1,4,363.75,111
2021,Santa Barbara,Non-DTS groundfish,3,4,25356.225,7413.43
2021,Santa Barbara,Other,80,10,45054.8428,10333.42
2021,Santa Barbara,Salmon,30,3,25686.15,3872
2021,Santa Barbara,Shellfish,65,10,2291730.4645,111754.36
2021,Santa Barbara,Squid,70,21,15279574.16,25595681
2022,Santa Barbara,CA halibut/croaker,55,7,64752.4125,9938.2
2022,Santa Barbara,Coastal pelagics,45,12,13405.83789473684,18104.55
2022,Santa Barbara,Crab,25,10,20315.65,6375.95
2022,Santa Barbara,DTS groundfish,1,4,104406,18469
2022,Santa Barbara,Non-DTS groundfish,3,8,106417.2675,27008.65
2022,Santa Barbara,Other,80,8,10026.02,4273.55
2022,Santa Barbara,Shellfish,65,11,1616933.7369713774,84849.4
2022,Santa Barbara,Squid,70,18,13573297.8,22670375
2022,Santa Barbara,Tuna,35,4,11290.4,1894.3
2017,Tillamook,Crab,25,18,1737654.87,497042
2017,Tillamook,Non-DTS groundfish,3,40,136236.19,60980
2017,Tillamook,Pacific halibut,50,3,719,115
2017,Tillamook,Salmon,30,36,82105.4,8087
2017,Tillamook,Tuna,35,15,387488.2,218119
2018,Tillamook,Crab,25,16,1288171.6853846153,331766
2018,Tillamook,Non-DTS groundfish,3,34,128965.32,57498
2018,Tillamook,Pacific halibut,50,3,14070,2446
2018,Tillamook,Salmon,30,30,121904.2,19304
2018,Tillamook,Tuna,35,19,448184.68,252826
2019,Tillamook,Crab,25,15,1768192.6,436368
2019,Tillamook,DTS groundfish,1,3,11327,3646
2019,Tillamook,Non-DTS groundfish,3,31,108160.95,51366
2019,Tillamook,Pacific halibut,50,3,486,86
2019,Tillamook,Salmon,30,35,88061,10510
2019,Tillamook,Tuna,35,12,194857.05,105784
2020,Tillamook,Crab,25,25,2978474.8424418606,515914
2020,Tillamook,DTS groundfish,1,3,32950.5,10545
2020,Tillamook,Non-DTS groundfish,3,30,74268.81,33101
2020,Tillamook,Other,80,3,421,225
2020,Tillamook,Pacific halibut,50,4,3795,660
2020,Tillamook,Salmon,30,41,161796.5,16406
2020,Tillamook,Tuna,35,13,370154.2,197604
2021,Tillamook,Crab,25,19,1789581.1031818183,307326
2021,Tillamook,Non-DTS groundfish,3,39,111107.36933333334,42812
2021,Tillamook,Salmon,30,59,616369.75,73883
2021,Tillamook,Tuna,35,18,578897.6900000001,246425
2022,Tillamook,Crab,25,17,2118981.930533653,671495
2022,Tillamook,Non-DTS groundfish,3,25,149945.75112820513,55662
2022,Tillamook,Salmon,30,33,38423,7420
2022,Tillamook,Tuna,35,9,97102.2,62600
2017,Unknown Ports,Crab,25,75,10709724.194594432,3255077
2017,Unknown Ports,DTS groundfish,1,3,3149.6,796
2017,Unknown Ports,Non-DTS groundfish,3,11,3001.66289,2779.7921
2017,Unknown Ports,Other,80,35,18131.35,5378
2017,Unknown Ports,Pacific halibut,50,28,82665.01,17112
2017,Unknown Ports,Salmon,30,300,7210255.84,4845997
2017,Unknown Ports,Tuna,35,9,82505.45,40999
2018,Unknown Ports,Crab,25,31,889925.726,222208
2018,Unknown Ports,Non-DTS groundfish,3,5,1962,1029
2018,Unknown Ports,Other,80,11,5848.5,1840
2018,Unknown Ports,Pacific halibut,50,16,28158.39,6030
2018,Unknown Ports,Salmon,30,130,748038.01,531204
2018,Unknown Ports,Tuna,35,5,13955.5,6246
2019,Unknown Ports,Crab,25,10,97017.3,24606
2019,Unknown Ports,Non-DTS groundfish,3,4,556,200
2019,Unknown Ports,Other,80,12,4755,1727
2019,Unknown Ports,Pacific halibut,50,6,13410.25,2645
2019,Unknown Ports,Salmon,30,114,823569.0372727272,578698
2020,Unknown Ports,Crab,25,13,378926.3,43538
2020,Unknown Ports,Non-DTS groundfish,3,6,804.8,606
2020,Unknown Ports,Other,80,8,1375,427
2020,Unknown Ports,Pacific halibut,50,9,20871.5,3238
2020,Unknown Ports,Salmon,30,132,NA,687158
2021,Unknown Ports,Pacific halibut,50,6,16713.96,2182
2021,Unknown Ports,Salmon,30,127,2076383.95,1278357
2021,Unknown Ports,Tuna,35,7,42037.25,13653
2022,Unknown Ports,Pacific halibut,50,6,17834.87,2870
2022,Unknown Ports,Salmon,30,50,481069.13,386760
2022,Unknown Ports,Tuna,35,4,16353.9,5628.9
2017,WA Coast,Coastal pelagics,45,11,19801.749078188433,120027
2017,WA Coast,Crab,25,35,937063.658,141640
2017,WA Coast,DTS groundfish,1,23,313316.7234331,146141.1428
2017,WA Coast,Herring,40,11,1973.1399999999999,98752
2017,WA Coast,Non-DTS groundfish,3,26,768789.8064913,4800180.7893
2017,WA Coast,Other,80,19,21736.414973043073,279175
2017,WA Coast,Pacific halibut,50,30,77302.4148792624,14910
2017,WA Coast,Salmon,30,129,1760055.016753206,272891
2017,WA Coast,Skate/dogfish/shark,19,14,855944.5417059889,534433.0779
2017,WA Coast,Squid,70,11,3168.525978796013,2059
2017,WA Coast,Tuna,35,71,3644198.565,2264108
2017,WA Coast,Whiting,2,13,4949196.721059872,99824488.5016
2018,WA Coast,Coastal pelagics,45,12,274942.2554867779,214057
2018,WA Coast,Crab,25,58,10591067.796205426,2963160
2018,WA Coast,DTS groundfish,1,19,281431.12127284287,302971.9918
2018,WA Coast,Herring,40,9,6071.878,65404
2018,WA Coast,Non-DTS groundfish,3,26,1444839.2846441104,7108544.32473487
2018,WA Coast,Other,80,36,127292.52097680121,465586
2018,WA Coast,Pacific halibut,50,38,92097.95788775719,18495
2018,WA Coast,Pink shrimp,21,4,398159.46,567984
2018,WA Coast,Salmon,30,152,1108053.9127227732,310684
2018,WA Coast,Skate/dogfish/shark,19,14,728680.5352177515,345441
2018,WA Coast,Squid,70,11,5653.255095785906,3286
2018,WA Coast,Tuna,35,78,4185250.42,2579880
2018,WA Coast,Whiting,2,14,7635518.431276773,95348924.8007
2019,WA Coast,Coastal pelagics,45,11,464293.1155936678,170693
2019,WA Coast,Crab,25,59,10130002.555890165,2728329
2019,WA Coast,DTS groundfish,1,16,125337.80652361568,75381.1463
2019,WA Coast,Herring,40,11,75138.92462718439,31871
2019,WA Coast,Non-DTS groundfish,3,20,787666.9701138784,4789504.8413
2019,WA Coast,Other,80,38,2356077.630634381,855132
2019,WA Coast,Pacific halibut,50,28,96984.41564679293,20028
2019,WA Coast,Pink shrimp,21,10,878733.8958333334,1804160
2019,WA Coast,Salmon,30,134,1491200.8038286834,523087
2019,WA Coast,Skate/dogfish/shark,19,12,596278.43206395,281387.5835
2019,WA Coast,Squid,70,10,59105.69760643847,17337
2019,WA Coast,Tuna,35,63,3841441.85375,2544754
2019,WA Coast,Whiting,2,12,11353770.337155089,86013962.9858
2020,WA Coast,Coastal pelagics,45,11,33505.87239915223,395422
2020,WA Coast,Crab,25,56,13394297.062486747,2672553
2020,WA Coast,DTS groundfish,1,18,482644.7326295314,727727.5655
2020,WA Coast,Echinoderms,60,3,11.96811764705882,5
2020,WA Coast,Herring,40,11,45968.486704732655,58022
2020,WA Coast,Non-DTS groundfish,3,22,2272574.147113525,7661293.2634
2020,WA Coast,Other,80,45,883788.7890434235,398162
2020,WA Coast,Pacific halibut,50,21,61271.34643756383,11308
2020,WA Coast,Pink shrimp,21,5,1514069.65,3121008
2020,WA Coast,Salmon,30,148,NA,732211
2020,WA Coast,Skate/dogfish/shark,19,14,166670.06938690142,204368.7906
2020,WA Coast,Squid,70,11,12847.6617671439,5831
2020,WA Coast,Tuna,35,31,1470184.21,732324
2020,WA Coast,Whiting,2,12,6517443.034296833,95033843.9272
2021,WA Coast,Coastal pelagics,45,11,51090.13213026664,674390
2021,WA Coast,Crab,25,62,25814609.127951093,4489072
2021,WA Coast,DTS groundfish,1,20,455968.9955091011,857952.8633
2021,WA Coast,Herring,40,9,90857.70634437108,66323
2021,WA Coast,Non-DTS groundfish,3,23,1736602.855705265,7149877.602
2021,WA Coast,Other,80,46,989457.3321853303,434043
2021,WA Coast,Pacific halibut,50,16,37391.209917858374,5820
2021,WA Coast,Pink shrimp,21,5,1670767.8,3408244
2021,WA Coast,Salmon,30,148,NA,1018660
2021,WA Coast,Skate/dogfish/shark,19,12,435494.6164210286,209277
2021,WA Coast,Squid,70,12,11605.968940649424,6220
2021,WA Coast,Tuna,35,54,4756751.25,2209308
2021,WA Coast,Whiting,2,14,4321454.002064047,58121867.0075
2022,WA Coast,Coastal pelagics,45,7,32707.193818143518,638831
2022,WA Coast,Crab,25,57,17614046.748636365,6903532
