"","60","25","20","1","50","30"
"60",0.258620689655172,0,0,0,0,0
"25",0,0.448275862068966,0.0517241379310345,0,0,0
"20",0,0,0.103448275862069,0,0,0
"1",0,0,0,0.0862068965517241,0.0689655172413793,0.0517241379310345
"50",0,0,0,0,0.189655172413793,0.172413793103448
"30",0,0,0,0,0,0.189655172413793
