"","1","25","3","60","70","35","55","80","40","45","20","65","21","2"
"1",80.1161524500907,57.0925589836661,51,1.73139745916515,0.396551724137931,6.49183303085299,11.551724137931,14.8393829401089,0.702359346642468,0,3.94283121597096,1.86206896551724,2.27404718693285,0.647912885662432
"25",0,188.052631578947,47.8221415607985,2.92196007259528,0,29.6651542649728,34.5889292196007,48.9473684210526,2,0,11.4582577132486,25.8384754990926,1.90925589836661,0
"3",0,0,93.0526315789474,3.13611615245009,0.490925589836661,5.48094373865699,32.8484573502722,32.1016333938294,0.450090744101633,0.514519056261343,5.43375680580762,9.31760435571688,2.96007259528131,1.68421052631579
"60",0,0,0,14.2268602540835,0,0.286751361161524,7.23049001814882,4.37023593466425,0,0,0.852994555353902,1.35208711433757,0,0
"70",0,0,0,0,6.80580762250454,1.72776769509982,0,1.02177858439201,0.237749546279492,8.7005444646098,0,0.244101633393829,0,0
"35",0,0,0,0,0,18.1996370235935,3.81851179673321,15.2196007259528,0,2.27223230490018,0.441016333938294,0.939201451905626,0.17513611615245,0
"55",0,0,0,0,0,0,60.051724137931,48.1025408348457,0.379310344827586,0.429219600725953,6.50998185117967,14.0471869328494,0,0
"80",0,0,0,0,0,0,0,91.9709618874773,0,1.54627949183303,7.63702359346642,22.6705989110708,0.903811252268603,0
"40",0,0,0,0,0,0,0,0,0.928312159709619,0.335753176043557,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,8.38475499092559,0,0.569872958257713,0,0
"20",0,0,0,0,0,0,0,0,0,0,2.98185117967332,1.64065335753176,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,23.0998185117967,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0.0725952813067151,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.114337568058076
