"","30","21","25","35","1","3","80","2","45","20","65","60"
"30",0.435835351089588,0,0.116222760290557,0.188861985472155,0.0617433414043584,0.0484261501210654,0.100484261501211,0,0,0.00121065375302663,0,0.00121065375302663
"21",0,0.0544794188861985,0.0326876513317191,0.00484261501210654,0.0290556900726392,0.0278450363196126,0.0242130750605327,0.00242130750605327,0,0,0,0
"25",0,0,0.39225181598063,0.146489104116223,0.135593220338983,0.0871670702179177,0.0423728813559322,0.0121065375302663,0.0036319612590799,0.00242130750605327,0,0.00121065375302663
"35",0,0,0,0.401937046004843,0.0895883777239709,0.0532687651331719,0.0157384987893462,0.00121065375302663,0.00121065375302663,0.0036319612590799,0,0.00121065375302663
"1",0,0,0,0,0.242130750605327,0.138014527845036,0.0823244552058111,0.0230024213075061,0,0.00121065375302663,0,0
"3",0,0,0,0,0,0.222760290556901,0.0811138014527845,0.026634382566586,0,0,0,0.00121065375302663
"80",0,0,0,0,0,0,0.188861985472155,0.0193704600484262,0,0,0,0
"2",0,0,0,0,0,0,0,0.0302663438256659,0,0,0,0
"45",0,0,0,0,0,0,0,0,0.026634382566586,0,0,0
"20",0,0,0,0,0,0,0,0,0,0.0036319612590799,0,0
"65",0,0,0,0,0,0,0,0,0,0,0.00484261501210654,0.0036319612590799
"60",0,0,0,0,0,0,0,0,0,0,0,0.00484261501210654
