"","30","35","25","1","50","60","21","20","2","40","65"
"30",0.307377049180328,0.0628415300546448,0.0505464480874317,0.0122950819672131,0.0546448087431694,0,0.00136612021857923,0,0.00683060109289617,0.00409836065573771,0
"35",0,0.251366120218579,0.0546448087431694,0.0204918032786885,0.040983606557377,0,0,0,0,0,0
"25",0,0,0.450819672131148,0.0259562841530055,0.0204918032786885,0,0.0122950819672131,0.0314207650273224,0.00273224043715847,0,0
"1",0,0,0,0.0860655737704918,0.0546448087431694,0,0.00136612021857923,0,0.00956284153005465,0.00273224043715847,0
"50",0,0,0,0,0.114754098360656,0,0,0,0.00136612021857923,0.00136612021857923,0
"60",0,0,0,0,0,0.0423497267759563,0,0.00136612021857923,0,0,0.00273224043715847
"21",0,0,0,0,0,0,0.0341530054644809,0.00136612021857923,0.00136612021857923,0,0
"20",0,0,0,0,0,0,0,0.0382513661202186,0,0,0
"2",0,0,0,0,0,0,0,0,0.0204918032786885,0.00409836065573771,0
"40",0,0,0,0,0,0,0,0,0,0.0109289617486339,0
"65",0,0,0,0,0,0,0,0,0,0,0.00273224043715847
