"","30","25","35","60","1","50","20","45","21","2","40"
"30",0.374581939799331,0.0445930880713489,0.0312151616499443,0,0.0100334448160535,0.0301003344481605,0,0.00334448160535117,0,0,0
"25",0,0.386845039018952,0.0434782608695652,0,0.0334448160535117,0.0278706800445931,0.020066889632107,0,0.012263099219621,0,0
"35",0,0,0.230769230769231,0,0.0156075808249721,0.0178372352285396,0,0,0.00334448160535117,0,0
"60",0,0,0,0.0211817168338907,0,0,0,0,0,0,0
"1",0,0,0,0,0.0869565217391304,0.0546265328874025,0,0,0,0.00445930880713489,0
"50",0,0,0,0,0,0.0981047937569677,0,0,0,0,0
"20",0,0,0,0,0,0,0.0301003344481605,0,0,0,0
"45",0,0,0,0,0,0,0,0.0100334448160535,0,0,0
"21",0,0,0,0,0,0,0,0,0.0234113712374582,0,0
"2",0,0,0,0,0,0,0,0,0,0.0111482720178372,0
"40",0,0,0,0,0,0,0,0,0,0,0.00668896321070234
