"","25","30","35","80","70","3","55","65","1","20","60","21"
"25",232.8390625,118.653125,29.828125,44.74921875,1.55859375,49.0359375,38.59375,27.61796875,51.10625,7.1953125,2.64453125,2.30078125
"30",0,140.0125,22.146875,15.778125,0,30.95390625,40.784375,4.528125,30.703125,1.2421875,0.4546875,0
"35",0,0,41.4140625,34.546875,3.553125,17.70390625,15.640625,4.21875,11.825,1.640625,0.3140625,0
"80",0,0,0,89.59375,3.76875,33.859375,54.9125,21.1875,13.371875,3.2125,6.16875,0
"70",0,0,0,0,4.409375,0.4453125,0.4359375,0.19375,0,0.09921875,0,0
"3",0,0,0,0,0,94.7203125,41.7265625,10.8453125,55.9484375,3.33125,2.30078125,0.39453125
"55",0,0,0,0,0,0,82.4234375,11.2125,20.5078125,3.71953125,2.26953125,0
"65",0,0,0,0,0,0,0,19.7125,4.515625,0.646875,1.190625,0
"1",0,0,0,0,0,0,0,0,67.103125,1.471875,0.825,0.34375
"20",0,0,0,0,0,0,0,0,0,1.57890625,0.5390625,0
"60",0,0,0,0,0,0,0,0,0,0,6.375,0
"21",0,0,0,0,0,0,0,0,0,0,0,0.01953125
