"","25","30","35","50","80","60","1","20","45","21","2","40"
"25",0.358255451713396,0.0508826583592939,0.0685358255451713,0.0280373831775701,0.00311526479750779,0.00103842159916926,0.0539979231568017,0.0218068535825545,0.00103842159916926,0.0103842159916926,0.00207684319833853,0
"30",0,0.357217030114226,0.023883696780893,0.0332294911734164,0.0539979231568017,0,0.0218068535825545,0.00311526479750779,0.00207684319833853,0.00103842159916926,0,0
"35",0,0,0.28141225337487,0.023883696780893,0.00207684319833853,0,0.043613707165109,0.00415368639667705,0,0.00623052959501558,0,0
"50",0,0,0,0.109034267912773,0.00103842159916926,0,0.0654205607476635,0.00103842159916926,0.00103842159916926,0,0,0
"80",0,0,0,0,0.0778816199376947,0,0.0134994807892004,0,0,0.00103842159916926,0.00103842159916926,0
"60",0,0,0,0,0,0.023883696780893,0,0,0,0,0,0
"1",0,0,0,0,0,0,0.133956386292835,0.00103842159916926,0,0,0.00207684319833853,0
"20",0,0,0,0,0,0,0,0.0321910695742471,0,0.00207684319833853,0,0
"45",0,0,0,0,0,0,0,0,0.0083073727933541,0,0,0.00103842159916926
"21",0,0,0,0,0,0,0,0,0,0.0207684319833853,0,0
"2",0,0,0,0,0,0,0,0,0,0,0.0145379023883697,0
"40",0,0,0,0,0,0,0,0,0,0,0,0.00623052959501558
