"60","55","80","3","65","25","1","20","70"
12168300.6816704,100869.985365099,10281.1976068733,35019.7612886033,3884.67902965155,11594.0073669697,6527.44628552642,75410.8515278199,0
0,1205147.07490653,217461.016496907,17862.2742963775,94832.7253505402,25934.2799324301,1750.7356597929,105870.790029998,0
0,0,1777825.83559485,10938.642075874,30926.3921993912,113817.202506884,317.555835373056,13900.2210584799,0
0,0,0,425794.843002779,26998.4850087423,17568.0760954186,9661.79181484601,13779.9193577395,0
0,0,0,0,5306432.62555222,293387.761672766,9227.93639434256,40905.6662460582,12762.0390833396
0,0,0,0,0,2362427.27100446,17443.9255346482,41622.87773745,0
0,0,0,0,0,0,611029.807001164,13135.0162154102,0
0,0,0,0,0,0,0,4363900.98721297,0
0,0,0,0,0,0,0,0,82661622.6230361
