"40","25","3","55","20","1","35","45","70"
1262141.41575007,11785.8596228915,16.2016699760306,3627.35053292505,0,3338.10256388875,0,0,0
0,4876255.54300847,48541.8967799927,73117.8927237353,94726.1253560723,160261.499065376,42768.3701229711,0,0
0,0,457331.269411321,154468.814623129,0,146733.824932335,27.9719563396719,0,53.5812715091002
0,0,0,2048187.92258207,0,58753.8934997957,2657.85974585186,0,0.0150694146953296
0,0,0,0,735037.582987236,12851.3472905875,0,0,0
0,0,0,0,0,1153403.59498447,119.940977362047,0,1323.53416717719
0,0,0,0,0,0,102031.437624523,3542.18454411659,0
0,0,0,0,0,0,0,132908.058529359,84301.3640888238
0,0,0,0,0,0,0,0,64417.5958501537
