"35","80","70","25","65","55","20","1","3","60"
1919430.74861283,354741.707190407,1603615.47767154,0,316.782562334915,2724.98837047118,0,9723.69393021158,1754.18016171285,0
0,3633820.79752746,6261.49542918698,1333.58388272473,40457.6555052605,64883.58681133,1544.53382968367,1570.4399237282,14595.0509388128,3131.95854191442
0,0,18060451.825113,0,40415.0263033,215.182072395809,0,3185.85323472565,145.244112207972,0
0,0,0,125848.416301016,163504.655613298,2680.42496291339,64304.6522135137,0,0,0
0,0,0,0,6941987.56224056,25282.4533673318,30772.8571555515,1812.59355373809,0,0
0,0,0,0,0,181661.150557628,3787.14937121536,6602.86146294729,10536.0357671422,19.2424104600267
0,0,0,0,0,0,2449422.41399972,0,0,5165.5379658234
0,0,0,0,0,0,0,531607.344175037,35696.0836413889,0
0,0,0,0,0,0,0,0,237037.604042743,0
0,0,0,0,0,0,0,0,0,4780214.64146944
