"35","21","25","1","2"
3988228.51946981,3482.14678355156,313775.936791319,194983.806623762,20.6489981480224
0,3297695.93464836,407764.10392555,912622.131197034,10610.9064577298
0,0,12219396.7024781,823541.043487372,56020.2189106978
0,0,0,5674819.22738217,145275.107419538
0,0,0,0,988381.4617701
