"60","1","3","55","80","25","65","20","70","30"
11393674.4089709,1966.91705794215,18522.5681843306,47495.3283251291,22921.6532166346,19737.4995151831,6049.32280335674,33299.3989944835,0,0
0,2437689.43136535,18665.6015161939,43.6114847417507,2008.97542013118,89550.0021845619,91716.5936067936,504.29122520513,0.097644328535368,0
0,0,251750.880692853,1834.75266921755,19674.629797046,10584.0439439097,47383.4431242667,10208.8946228592,3712.61285400229,2784.14419840333
0,0,0,370186.961573912,116265.645551818,19423.3858305879,36035.3289311761,36393.3985992853,359.932724999168,853.486669753384
0,0,0,0,916294.915914146,43745.7375828772,17227.9027878932,31108.8024719383,7574.09079946186,3615.71816411435
0,0,0,0,0,1944323.68513082,501484.435885258,24138.6878411979,1.40717654709646,1.92869412072312
0,0,0,0,0,0,6368129.47015379,53304.0631684728,0,12235.0602653593
0,0,0,0,0,0,0,2667584.40025729,787.65516895733,0
0,0,0,0,0,0,0,0,44069376.1260663,0
0,0,0,0,0,0,0,0,0,45738.3821556239
