"","30","25","1","60"
"30",0.790035587188612,0.0676156583629893,0.0462633451957295,0.00355871886120996
"25",0,0.113879003558719,0.0320284697508897,0.00711743772241993
"1",0,0,0.135231316725979,0
"60",0,0,0,0.0854092526690391
