"","30","80","40","35","1","25","3","55","70","20"
"30",0.437823834196891,0.0259067357512953,0.0129533678756477,0.0077720207253886,0.0310880829015544,0.207253886010363,0.0103626943005181,0.0440414507772021,0,0
"80",0,0.0984455958549223,0,0.0155440414507772,0.0207253886010363,0.0259067357512953,0.0284974093264249,0.0440414507772021,0,0.0129533678756477
"40",0,0,0.0906735751295337,0,0,0.0129533678756477,0,0,0,0
"35",0,0,0,0.0284974093264249,0,0,0,0,0,0
"1",0,0,0,0,0.0906735751295337,0.0310880829015544,0.0440414507772021,0.0284974093264249,0,0
"25",0,0,0,0,0,0.515544041450777,0.0181347150259067,0.0336787564766839,0,0
"3",0,0,0,0,0,0,0.0699481865284974,0.0336787564766839,0,0
"55",0,0,0,0,0,0,0,0.10880829015544,0,0
"70",0,0,0,0,0,0,0,0,0.0544041450777202,0
"20",0,0,0,0,0,0,0,0,0,0.0181347150259067
