"","25","1","30","35","21"
"25",79.9024390243902,9.32317073170732,39.7134146341463,4.68292682926829,1.47560975609756
"1",0,6.1890243902439,7.71341463414634,1.43292682926829,1.28048780487805
"30",0,0,45.0731707317073,6.28048780487805,0
"35",0,0,0,1.55487804878049,0
"21",0,0,0,0,0.219512195121951
