"30","25","35","60","20","1","80","21","40"
9696691.77741488,199416.652030907,2563.47110104881,0,12955.8033330345,2226.9535444635,0,16683.1733744207,0
0,35959302.3265198,0,2745.06590438449,675827.023853454,0,0,48796.9013981249,0
0,0,1810933.22967679,0,0,0,1701.81513512388,0,0
0,0,0,7228469.7557291,37719.6428213852,0,0,0,0
0,0,0,0,1041661.91805035,0,0,799.057178047577,0
0,0,0,0,0,3999980.86362765,0,0,0
0,0,0,0,0,0,93911.2121321824,0,0
0,0,0,0,0,0,0,200510.350795157,0
0,0,0,0,0,0,0,0,478495.671020249
