"35","80","70","65","45","20","55","1","3","19","60"
1163446.64814602,184586.659227452,285035.321857864,358.212985879077,85992.7620912894,393.791505098302,1719.91692733147,1121.4503481943,1919.24152595906,1.04370563887769,0
0,2031288.37401513,17884.5949339543,21238.8468020333,4.0767795415409,5807.76892244378,31508.046979472,9605.57519385252,4264.24192486554,1667.06085639766,2959.41876868623
0,0,10270211.0847145,16624.6263646874,910493.511906752,0,2052.2962733942,19380.8309645811,1213.71005119984,0,0
0,0,0,5938556.90381196,1685.0331894721,15584.7427279451,30697.7646378729,0,683.781314350997,158.525110915699,0
0,0,0,0,2223862.98764548,0,0,446.869524326096,41.8296841273623,0,0
0,0,0,0,0,2918681.06293362,7293.42694058478,7042.09169178801,2202.78024786869,0,0
0,0,0,0,0,0,147566.278119404,1860.64112070666,1003.1726671403,2179.03571797537,0
0,0,0,0,0,0,0,226384.931341436,60366.732331234,0,0
0,0,0,0,0,0,0,0,164046.563856553,68.164257653368,0
0,0,0,0,0,0,0,0,0,514.463935538035,0
0,0,0,0,0,0,0,0,0,0,4414129.31760858
