"45","55","70","80","35","1","60","65","20"
9447616.10576691,6241.41553301799,2870289.96722237,20826.0130527265,44389.972505363,0,0,38696.3158431996,0
0,372500.000668717,47.8119296653282,53210.3980263226,2.70345622500898,4110.84891474147,0,92408.1527611526,7727.63097980429
0,0,5171480.21521881,12836.8367443976,211960.070494899,2905.5752011608,0,743.938515688365,0
0,0,0,3433990.64515564,38914.5334185475,3330.6033085282,15749.2733212486,149004.59988421,7.45506353095582
0,0,0,0,912446.290256791,0,0,0,0
0,0,0,0,0,2229491.84695327,0,0,11384.8118111639
0,0,0,0,0,0,1861768.50560852,0,0
0,0,0,0,0,0,0,5939126.36508216,96618.5138140597
0,0,0,0,0,0,0,0,2258678.12456145
