"","30","1","3","60","25"
"30",155.755555555556,16.24,4.49777777777778,0,21.3333333333333
"1",0,13.4933333333333,5.96888888888889,0.364444444444444,5.66222222222222
"3",0,0,6.44444444444444,0.577777777777778,3.51111111111111
"60",0,0,0,1.18222222222222,0.577777777777778
"25",0,0,0,0,8.53333333333333
