"30","50","21","25","1","35","80"
371718.64695348,1124.59398089172,0,9390.30186506874,3369.04254655643,23113.7164472937,0
0,251272.891356235,0,230658.212661014,96182.5616853941,15544.2583191255,182.628125867865
0,0,3778151.17631854,1397192.97661951,281875.632453048,4041.02847447059,0
0,0,0,19522672.959082,899618.811873725,454490.121423619,1565.64311719993
0,0,0,0,2054833.58263786,30934.6208408755,212.205425241493
0,0,0,0,0,5692056.51589015,30774.662078574
0,0,0,0,0,0,1632329.3230965
