"","30","1","25","3","21"
"30",0.342105263157895,0.0921052631578947,0.131578947368421,0.0789473684210526,0
"1",0,0.25,0.197368421052632,0.184210526315789,0.0328947368421053
"25",0,0,0.460526315789474,0.151315789473684,0.0460526315789474
"3",0,0,0,0.407894736842105,0.0263157894736842
"21",0,0,0,0,0.125
