"1","25","3","80","60"
1693570.38834764,185368.575643651,469498.099554658,0,0
0,4718784.97588894,33022.8815741765,0,0
0,0,4240745.9422937,0,0
0,0,0,119396.370968971,0
0,0,0,0,1376362.55374222
