"30","25","35","60","80","20","50","1","21","40"
11646131.5901929,262222.221544704,0,0,0,1274.89266039129,4582.71836011193,0,0,0
0,27698724.3998825,942.961590160753,0,168.09051132205,447710.999015316,33195.8228218961,0,35750.5857572614,0
0,0,2368970.56906692,0,0,0,0,0,0,0
0,0,0,2662633.38518915,0,23877.6297561032,0,0,0,0
0,0,0,0,155471.467360499,0.323189736686495,13.8610164392042,1756.17043261968,1184.21990217515,0
0,0,0,0,0,716309.045087528,0,0,855.749207030091,0
0,0,0,0,0,0,7786978.63807727,358110.253521562,0,0
0,0,0,0,0,0,0,1040997.76386842,0,0
0,0,0,0,0,0,0,0,78292.3515462331,0
0,0,0,0,0,0,0,0,0,227140
