"1","25","3","35","21"
438471.916607789,571736.999841399,67815.9587715549,6154.73788431275,42884.8239352504
0,23812760.7420996,298363.293101586,167830.740950156,295677.544536036
0,0,2791358.26508323,13163.271687845,34092.4630437865
0,0,0,208640.376931431,0
0,0,0,0,2045372.66382315
