"","80","3","30","45","70","1","55","25","20","35"
"80",0.15028901734104,0.0867052023121387,0.0520231213872832,0,0,0.0289017341040462,0.121387283236994,0.023121387283237,0,0
"3",0,0.260115606936416,0.069364161849711,0,0,0.0982658959537572,0.115606936416185,0.046242774566474,0,0
"30",0,0,0.404624277456647,0,0,0.0809248554913295,0.092485549132948,0.132947976878613,0,0.0173410404624277
"45",0,0,0,0.0809248554913295,0.0809248554913295,0,0,0,0,0
"70",0,0,0,0,0.23121387283237,0,0,0,0,0
"1",0,0,0,0,0,0.219653179190751,0.0346820809248555,0.0404624277456647,0,0
"55",0,0,0,0,0,0,0.225433526011561,0.0404624277456647,0,0
"25",0,0,0,0,0,0,0,0.254335260115607,0,0.0173410404624277
"20",0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0.023121387283237
