"70","3","55","60","65","45","20","80","35","1"
84554779.4111477,0,0,0,0,3585283.57411363,0,29929.2452626898,0,0
0,169958.144048691,26348.3184814864,0,1140.04185420275,0,4235.6564596919,2530.59022525837,4.04055175105415,19661.0224582962
0,0,86310.0248405102,0,62948.7305581024,0,6398.00636766572,4786.53223334854,0,0
0,0,0,4377066.99955166,0,0,0,1667.82537449713,0,0
0,0,0,0,9931401.91080089,0,104793.958084288,93637.8777734655,661.801651746382,0
0,0,0,0,0,157808.164125081,0,966.873008300354,209.307344825513,0
0,0,0,0,0,0,2827028.68794039,828.048625606186,0,0
0,0,0,0,0,0,0,1061687.84317133,3442.43660434848,826.763971973624
0,0,0,0,0,0,0,0,314294.708771724,818.082421023233
0,0,0,0,0,0,0,0,0,1353456.52533526
