"70","25","3","55","65","45","80","20","1","35","60"
65576536.6067922,0,2096.09908273435,25072.0602420101,1304.32250339628,3690572.62116176,17512.6552323454,0,12122.7379783102,99355.4296623988,0
0,128223.726286926,0,1833.65568840476,190838.159424943,0,4025.88436796317,22533.0059218614,0,128.919761868699,0
0,0,164766.03036781,20412.5996748783,5287.53183177641,2597.07157778165,462.152202694753,239.984373707814,60449.2375421337,0,4816.33117409295
0,0,0,150412.507379641,70461.1513670732,0,14199.4695115,2271.63252511254,1550.96950530152,0,0
0,0,0,0,10007777.0036184,8922.31724490164,35162.5611738928,124887.803524624,8146.89253667684,667.845542028477,0
0,0,0,0,0,976558.868423629,186.944838497558,0,0,1525.16334391838,0
0,0,0,0,0,0,203416.363584553,0,0,0,3290.9327121608
0,0,0,0,0,0,0,3212595.42485244,0,0,4018.93136963328
0,0,0,0,0,0,0,0,1815673.7849138,0,0
0,0,0,0,0,0,0,0,0,2845886.43480352,2656.03724392429
0,0,0,0,0,0,0,0,0,0,4632150.98118049
