"21","25","35","1","3","30","80","70","60"
3084202.24460949,1250636.5764053,2251.60689100808,161852.625364057,131203.462210771,0,276.784276135349,12722.2376523007,0
0,25296013.6138513,571629.294150096,909297.949885261,183676.27471152,51028.0510869575,48.7887505697749,289465.628288601,0
0,0,5509712.88877125,32236.3460643727,12024.4417735924,111019.961018679,0,0,0
0,0,0,468388.060843841,135605.182351366,6354.22838880796,207.542530555168,0,0
0,0,0,0,211751.303525751,8040.07656706098,194.063861864952,0,0
0,0,0,0,0,251911.566753782,0,0,0
0,0,0,0,0,0,1572813.57860883,0,0
0,0,0,0,0,0,0,2576279.09554366,0
0,0,0,0,0,0,0,0,34082.5
