"","25","30","60","80","20","40"
"25",82.1721854304636,6.83443708609272,0,0,2.78145695364238,0
"30",0,32.7152317880795,0,0.907284768211921,0,0
"60",0,0,1.80794701986755,0,0.211920529801325,0
"80",0,0,0,0.47682119205298,0,0
"20",0,0,0,0,0.556291390728477,0
"40",0,0,0,0,0,0.0529801324503311
