"","30","25","35","60","80","20","50","1","21","40"
"30",105.884861407249,28.2388059701493,0,0,0,0.599147121535181,0.618336886993603,0,0,0
"25",0,112.535181236674,0.560767590618337,0,0.547974413646055,7.9317697228145,1.16417910447761,0,1.02771855010661,0
"35",0,0,0.88272921108742,0,0,0,0,0,0,0
"60",0,0,0,1.38592750533049,0,0.100213219616205,0,0,0,0
"80",0,0,0,0,0.217484008528785,0.0788912579957356,0.102345415778252,0.070362473347548,0.0447761194029851,0
"20",0,0,0,0,0,1.0319829424307,0,0,0.093816631130064,0
"50",0,0,0,0,0,0,2.17484008528785,0.867803837953092,0,0
"1",0,0,0,0,0,0,0,0.639658848614073,0,0
"21",0,0,0,0,0,0,0,0,0.0213219616204691,0
"40",0,0,0,0,0,0,0,0,0,0.0426439232409382
