"","1","3","25","21"
"1",11.4159292035398,17.6548672566372,15.7964601769912,2.15929203539823
"3",0,44.7787610619469,23.3628318584071,3.89380530973451
"25",0,0,32.787610619469,4.30088495575221
"21",0,0,0,4.28318584070797
