"","30","25","35","1","3","65"
"30",0.483333333333333,0.15,0.3,0.05,0,0
"25",0,0.466666666666667,0.15,0.05,0,0
"35",0,0,0.383333333333333,0.05,0,0
"1",0,0,0,0.0833333333333333,0,0
"3",0,0,0,0,0.166666666666667,0
"65",0,0,0,0,0,0
