"35","80","3","45","60","65","25","55","20"
4844391.69412622,600888.640038779,1053.67763125812,6388.18290869816,0,200115.116090545,110.221775528455,3362.89347413437,0
0,938565.692953142,12856.6979391768,2810.14189132615,6338.0891365128,13330.9105190751,8424.84715399058,31706.3103776384,254.693886509894
0,0,198290.275909533,4639.01116027765,0,20810.6738790837,32455.3778219008,703.201705227579,0
0,0,0,9949563.21702729,0,0,329.193072830619,876.006517900016,0
0,0,0,0,1521750.71451668,4036.01347758945,0,0,0
0,0,0,0,0,5751282.05295931,112048.101939176,94390.8393129272,41597.3596178759
0,0,0,0,0,0,239269.949901049,4270.49127152842,5257.3165874683
0,0,0,0,0,0,0,93140.3648957547,0
0,0,0,0,0,0,0,0,1097153.74996197
