"30","70","55","1","25","20"
3336584.45357194,0,57681.5578598072,18939.1774833713,151917.3674349,18967.8657150908
0,29189941.7464708,0,0,0,0
0,0,516612.490051563,5756.02584519937,10680.4900053398,0
0,0,0,1171562.65621221,34385.1752376035,0
0,0,0,0,1407960.9317868,23731.3976399629
0,0,0,0,0,515015.652728649
