"30","20","1","3","55","80","25","45","70","35"
4335590.38073741,10746.7137097474,155420.102590395,15996.1068573686,5769.21586334541,0,107954.92093282,0,0,31698.6893702164
0,1138962.98860638,0,0,0,0,0,0,0,0
0,0,744229.355542221,146929.430404107,14245.4348761761,582.383888984864,620.762261263282,644.302210437229,113.441596591909,85.9396831180371
0,0,0,632771.421612497,40873.6681433403,2757.45965669585,1580.19538317629,515.811668265312,0,3.93995207075152
0,0,0,0,189246.243399963,1318.10247286667,342.437828618362,2708.17007721146,0,0
0,0,0,0,0,64805.8731162796,0,1748.55492043585,0,18269.1192427252
0,0,0,0,0,0,185407.069574111,0,0,3132.58829749291
0,0,0,0,0,0,0,742413.62904891,218411.047920378,0
0,0,0,0,0,0,0,0,1291253.70163862,0
0,0,0,0,0,0,0,0,0,126666.136413603
