"","25","20","3","21","70"
"25",0.852112676056338,0.0492957746478873,0.0633802816901408,0.0492957746478873,0.00704225352112676
"20",0,0.0492957746478873,0.0140845070422535,0,0
"3",0,0,0.0915492957746479,0,0
"21",0,0,0,0.0704225352112676,0
"70",0,0,0,0,0.0211267605633803
