"","35","25","21","30","2"
"35",0.469626168224299,0.0934579439252336,0.00467289719626168,0.0724299065420561,0
"25",0,0.406542056074766,0.0210280373831776,0.0373831775700935,0.00233644859813084
"21",0,0,0.0630841121495327,0.00233644859813084,0.00467289719626168
"30",0,0,0,0.219626168224299,0
"2",0,0,0,0,0.0210280373831776
