"","35","3","30","25","50"
"35",0.396825396825397,0.0476190476190476,0.253968253968254,0.0793650793650794,0
"3",0,0.222222222222222,0.0952380952380952,0.0634920634920635,0
"30",0,0,0.523809523809524,0.142857142857143,0
"25",0,0,0,0.365079365079365,0
"50",0,0,0,0,0.0476190476190476
