"","30","3","1","25","35","45","70","80","55","20"
"30",0.68141592920354,0.0353982300884956,0.0707964601769911,0.0752212389380531,0.128318584070796,0,0,0.0973451327433628,0.0530973451327434,0.00442477876106195
"3",0,0.115044247787611,0.0530973451327434,0.0176991150442478,0.0221238938053097,0,0,0.0442477876106195,0.0265486725663717,0
"1",0,0,0.15929203539823,0.0221238938053097,0.0176991150442478,0.00442477876106195,0,0.0265486725663717,0.00884955752212389,0
"25",0,0,0,0.110619469026549,0.0398230088495575,0,0,0.0176991150442478,0.00884955752212389,0
"35",0,0,0,0,0.163716814159292,0,0,0.0486725663716814,0.0132743362831858,0
"45",0,0,0,0,0,0.0663716814159292,0.0353982300884956,0.00442477876106195,0,0
"70",0,0,0,0,0,0,0.0530973451327434,0,0,0
"80",0,0,0,0,0,0,0,0.216814159292035,0.106194690265487,0.00442477876106195
"55",0,0,0,0,0,0,0,0,0.132743362831858,0
"20",0,0,0,0,0,0,0,0,0,0.00884955752212389
