"year","metier","gear","metier.cm","node_strength","eigen","btwn","btwn_inverted","basic_btwn","deg_norm","pcgroup"
"2004","30",NA,"Salmon","0.0879689238418863","0.0385943613176803","0.155555555555556","0.155555555555556","0","0.3","Puget Sound"
"2004","25",NA,"Crab","0.401637198497886","0.270241544587156","0.466666666666667","0.466666666666667","0.422222222222222","0.8","Puget Sound"
"2004","35",NA,"Tuna","0.00620182098184474","0.00850836715365534","0","0","0.155555555555556","0.3","Puget Sound"
"2004","19",NA,"Skate/dogfish/shark","0.075882136492106","0.142457627033314","0","0","0.244444444444444","0.4","Puget Sound"
"2004","20",NA,"Prawns/shrimp","0.183383612476773","0.0907047867912046","0","0","0.0222222222222222","0.3","Puget Sound"
"2004","60",NA,"Echinoderms","0.0114077650936445","0.00557558303975711","0","0","0.133333333333333","0.2","Puget Sound"
"2004","50",NA,"Pacific halibut","0.593293604952348","1","0.377777777777778","0.377777777777778","0","0.4","Puget Sound"
"2004","1",NA,"DTS groundfish","0.616105223308567","0.997751364209244","0.155555555555556","0.155555555555556","0","0.4","Puget Sound"
"2004","21",NA,"Pink shrimp","0.0241197143549444","0.0061540659123533","0","0","0","0.3","Puget Sound"
"2004","45",NA,"Coastal pelagics","0","0.0053181501254432","0","0","0","0","Puget Sound"
"2004","40",NA,"Herring","0","0.0053181501254432","0","0","0","0","Puget Sound"
"2004","3",NA,"Non-DTS groundfish","0.610126393296681","0.908078643438145","0","0","0.4","0.666666666666667","North WA Coast"
"2004","30",NA,"Salmon","0.115802282209777","0.154418867941492","0","0","0","0.666666666666667","North WA Coast"
"2004","25",NA,"Crab","0.295779466333947","0.397933060884973","0.466666666666667","0.466666666666667","0.266666666666667","0.833333333333333","North WA Coast"
"2004","1",NA,"DTS groundfish","0.964990749803267","1","0.466666666666667","0.466666666666667","0","0.666666666666667","North WA Coast"
"2004","20",NA,"Prawns/shrimp","0.00718864477222418","0.00426847662647349","0","0","0","0.166666666666667","North WA Coast"
"2004","35",NA,"Tuna","0.00611246358410475","0.00505867354298988","0","0","0.466666666666667","0.666666666666667","North WA Coast"
"2004","60",NA,"Echinoderms","0","9.50244012366183e-05","0","0","0","0","North WA Coast"
"2004","30",NA,"Salmon","0.0977917686078015","0.123243173767326","0.285714285714286","0.285714285714286","0","0.714285714285714","WA Coast"
"2004","35",NA,"Tuna","0.456931589367816","0.848050668288929","0","0","0.571428571428571","0.857142857142857","WA Coast"
"2004","25",NA,"Crab","0.942201045561512","1","0.952380952380952","0.952380952380952","0","1","WA Coast"
"2004","1",NA,"DTS groundfish","0.181394386399786","0.341313296184259","0","0","0.0952380952380952","0.714285714285714","WA Coast"
"2004","80",NA,"Other","0.0307883192601753","0.00795160606014441","0","0","0.476190476190476","0.714285714285714","WA Coast"
"2004","45",NA,"Coastal pelagics","0.0277033850940457","0.0532329925790821","0","0","0.476190476190476","0.428571428571429","WA Coast"
"2004","21",NA,"Pink shrimp","0.199798368217005","0.385523910296014","0","0","0","0.428571428571429","WA Coast"
"2004","2",NA,"Whiting","0.0633911374918583","0.120600338739414","0","0","0.285714285714286","0.571428571428571","WA Coast"
"2004","30",NA,"Salmon","NaN","1",NA,NA,"NaN","NaN","Other Coastal Washington"
"2004","1",NA,"DTS groundfish","0.624591747140437","1","0.464285714285714","0.464285714285714","0","0.875","Astoria"
"2004","25",NA,"Crab","0.431639802394192","0.48381447165267","0.75","0.75","0.25","1","Astoria"
"2004","3",NA,"Non-DTS groundfish","0.484424480983857","0.946713945510691","0","0","0.535714285714286","0.75","Astoria"
"2004","50",NA,"Pacific halibut","0.0452874051297816","0.0888479054495695","0","0","0.571428571428571","0.625","Astoria"
"2004","35",NA,"Tuna","0.0890793448849126","0.0820036344607464","0.25","0.25","0.428571428571429","0.75","Astoria"
"2004","30",NA,"Salmon","0.0340475236023972","0.014686795007847","0","0","0.25","0.5","Astoria"
"2004","45",NA,"Coastal pelagics","0.0771367793606454","0.0844014806556422","0","0","0","0.125","Astoria"
"2004","21",NA,"Pink shrimp","0.130349395623672","0.198736333902353","0","0","0.25","0.625","Astoria"
"2004","2",NA,"Whiting","0.0834435208801058","0.151470522463062","0","0","0","0.5","Astoria"
"2004","30",NA,"Salmon","0.584553855819935","0.833651234197353","0","0","0.4","0.833333333333333","Tillamook"
"2004","3",NA,"Non-DTS groundfish","0.103481777646128","0.133374461845469","0.266666666666667","0.266666666666667","0","0.5","Tillamook"
"2004","25",NA,"Crab","0.832936593827566","1","0.466666666666667","0.466666666666667","0","0.833333333333333","Tillamook"
"2004","1",NA,"DTS groundfish","0.0253762589109799","0.0175482178113265","0","0","0.266666666666667","0.5","Tillamook"
"2004","35",NA,"Tuna","0.445557111973502","0.704461686584869","0","0","0","0.333333333333333","Tillamook"
"2004","65",NA,"Shellfish","0.00809440182189084","0.0122886562301915","0","0","0.133333333333333","0.333333333333333","Tillamook"
"2004","21",NA,"Pink shrimp","0","0.0603928626229831","0","0","0","0","Tillamook"
"2004","30",NA,"Salmon","1","1","NaN","NaN","NaN","1","Columbia River"
"2004","80",NA,"Other","1","1","NaN","NaN","NaN","1","Columbia River"
"2004","35",NA,"Tuna","0.174951247731063","0.289659915540559","0","0","0.2","0.666666666666667","Newport"
"2004","21",NA,"Pink shrimp","0.237474128955428","0.560367602460555","0","0","0.333333333333333","0.5","Newport"
"2004","25",NA,"Crab","0.826681088067742","1","0.6","0.6","0","0.833333333333333","Newport"
"2004","30",NA,"Salmon","0.217883223508598","0.378535044263291","0","0","0.333333333333333","0.666666666666667","Newport"
"2004","1",NA,"DTS groundfish","0.323704538862102","0.648079218280984","0","0","0.2","0.666666666666667","Newport"
"2004","60",NA,"Echinoderms","0","0.00126476809805835","0","0","0","0","Newport"
"2004","2",NA,"Whiting","0.219305772875067","0.45276171757586","0","0","0","0.333333333333333","Newport"
"2004","30",NA,"Salmon","0.270564669022789","0.326459324180537","0.266666666666667","0.266666666666667","0","0.5","Coos Bay"
"2004","21",NA,"Pink shrimp","0.254754646667335","0.517458215591718","0","0","0","0.5","Coos Bay"
"2004","25",NA,"Crab","0.702917097848853","1","0.533333333333333","0.533333333333333","0.266666666666667","0.833333333333333","Coos Bay"
"2004","35",NA,"Tuna","0.156796264153512","0.138109043273646","0","0","0.533333333333333","0.666666666666667","Coos Bay"
"2004","1",NA,"DTS groundfish","0.546288044048796","0.965666015704818","0","0","0.266666666666667","0.666666666666667","Coos Bay"
"2004","2",NA,"Whiting","0.0686792782587145","0.143270087781902","0","0","0","0.166666666666667","Coos Bay"
"2004","60",NA,"Echinoderms","0","0.0832176752787404","0","0","0","0","Coos Bay"
"2004","30",NA,"Salmon","0.232496816135937","0.390754088996295","0","0","0.1","0.6","Brookings"
"2004","1",NA,"DTS groundfish","0.606983699880669","0.920073167457828","0","0","0","0.8","Brookings"
"2004","21",NA,"Pink shrimp","0.125551742571188","0.205340324199986","0","0","0.3","0.6","Brookings"
"2004","3",NA,"Non-DTS groundfish","0.206703426693567","0.32645120455712","0","0","0.2","0.8","Brookings"
"2004","25",NA,"Crab","0.82826431471864","1","0.5","0.5","0","0.8","Brookings"
"2004","60",NA,"Echinoderms","0","0.0205377823208618","0","0","0","0","Brookings"
"2004","25",NA,"Crab","0.992066163807455","1","1","1","0","1","Crescent City"
"2004","3",NA,"Non-DTS groundfish","0.484660966035275","0.683545829789842","0","0","1","1","Crescent City"
"2004","20",NA,"Prawns/shrimp","0.523272870157271","0.737629581192489","0","0","0","1","Crescent City"
"2004","1",NA,"DTS groundfish","0.760626514348124","0.980566124801056","0.7","0.7","0.7","1","Eureka"
"2004","25",NA,"Crab","0.873521656734492","1","0.4","0.4","0.1","0.8","Eureka"
"2004","35",NA,"Tuna","0.145035077376938","0.216789241951351","0","0","0","0.4","Eureka"
"2004","21",NA,"Pink shrimp","0.091121021440586","0.13490242629025","0","0","0.3","0.4","Eureka"
"2004","2",NA,"Whiting","0.129395740737714","0.191279928657312","0","0","0","0.4","Eureka"
"2004","55",NA,"CA halibut/croaker","0.000299989362145614","0.000439879736384816","0","0","0","0.2","Eureka"
"2004","3",NA,"Non-DTS groundfish","0.550143224241117","0.933695285398334","0.333333333333333","0.333333333333333","0.733333333333333","1","Morro Bay"
"2004","30",NA,"Salmon","0.611596761311261","1","0.733333333333333","0.733333333333333","0","0.833333333333333","Morro Bay"
"2004","25",NA,"Crab","0.245197814850561","0.603793644326393","0","0","0","0.333333333333333","Morro Bay"
"2004","55",NA,"CA halibut/croaker","0.0687742442818493","0.164594552216606","0","0","0.266666666666667","0.5","Morro Bay"
"2004","80",NA,"Other","0.215969614241637","0.337628702491185","0","0","0","0.5","Morro Bay"
"2004","20",NA,"Prawns/shrimp","0.152544632063067","0.356180959965642","0","0","0","0.166666666666667","Morro Bay"
"2004","35",NA,"Tuna","0.155773709010507","0.220916986013148","0","0","0.466666666666667","0.666666666666667","Morro Bay"
"2004","30",NA,"Salmon","0.32426776015242","0.594666907305053","0","0","0","0.75","Fort Bragg"
"2004","1",NA,"DTS groundfish","0.661864269421814","0.969240100458397","0.5","0.5","0","1","Fort Bragg"
"2004","3",NA,"Non-DTS groundfish","0.28402871043485","0.488237269150753","0","0","0.5","1","Fort Bragg"
"2004","60",NA,"Echinoderms","0.0359433192086936","0.05412549977097","0","0","0.833333333333333","0.75","Fort Bragg"
"2004","25",NA,"Crab","0.693895940782223","1","0.833333333333333","0.833333333333333","0","1","Fort Bragg"
"2004","30",NA,"Salmon","0.995138168889932","1","0.2","0.2","0.2","0.5","Bodega Bay"
"2004","40",NA,"Herring","0","0.818608252938121","0","0","0","0","Bodega Bay"
"2004","25",NA,"Crab","0.975880669059443","0.925439963508382","0.266666666666667","0.266666666666667","0","0.333333333333333","Bodega Bay"
"2004","3",NA,"Non-DTS groundfish","0.00237837909225106","0.106804425228717","0","0","0","0.166666666666667","Bodega Bay"
"2004","20",NA,"Prawns/shrimp","0","0.818608252938121","0","0","0","0","Bodega Bay"
"2004","35",NA,"Tuna","0.0216094006236936","0.122223986036849","0","0","0","0.166666666666667","Bodega Bay"
"2004","55",NA,"CA halibut/croaker","0.00499338233467974","0.321202030059395","0.2","0.2","0.333333333333333","0.5","Bodega Bay"
"2004","30",NA,"Salmon","0.581534463386687","0.980062898995865","0.222222222222222","0.222222222222222","0.222222222222222","0.777777777777778","San Francisco"
"2004","25",NA,"Crab","0.738423843141086","1","0.805555555555556","0.805555555555556","0.222222222222222","0.777777777777778","San Francisco"
"2004","3",NA,"Non-DTS groundfish","0.225508317223211","0.160292175085636","0","0","0.333333333333333","0.666666666666667","San Francisco"
"2004","1",NA,"DTS groundfish","0.167713272024706","0.139886528512657","0","0","0","0.666666666666667","San Francisco"
"2004","40",NA,"Herring","0.000691304139690349","0.00119381449344361","0","0","0","0.111111111111111","San Francisco"
"2004","19",NA,"Skate/dogfish/shark","0.00168403809435955","0.000473855356079771","0","0","0.222222222222222","0.333333333333333","San Francisco"
"2004","55",NA,"CA halibut/croaker","0.260055622727423","0.160164850212717","0.25","0.25","0","0.555555555555556","San Francisco"
"2004","45",NA,"Coastal pelagics","0.013824626682824","0.0242554008586183","0","0","0.388888888888889","0.333333333333333","San Francisco"
"2004","35",NA,"Tuna","0.00934670997927955","0.0161919766333433","0","0","0.75","0.555555555555556","San Francisco"
"2004","20",NA,"Prawns/shrimp","0.0012178026007326","0.00214580690165842","0","0","0","0.111111111111111","San Francisco"
"2004","1",NA,"DTS groundfish","0.0974777677440448","0.15628858172028","0","0","0.533333333333333","0.666666666666667","San Diego"
"2004","65",NA,"Shellfish","0.781991747093094","1","0.8","0.8","0","0.833333333333333","San Diego"
"2004","80",NA,"Other","0.230986946819168","0.251319865482522","0","0","0.533333333333333","0.833333333333333","San Diego"
"2004","55",NA,"CA halibut/croaker","0.384412001207335","0.47169947578376","0.6","0.6","0.333333333333333","0.833333333333333","San Diego"
"2004","20",NA,"Prawns/shrimp","0.496240742910955","0.9008139728211","0","0","0.6","0.666666666666667","San Diego"
"2004","60",NA,"Echinoderms","0.00627279031728463","0.0055652521164558","0","0","0","0.166666666666667","San Diego"
"2004","45",NA,"Coastal pelagics","0.00261800390811775","0.00490883353931337","0","0","0.333333333333333","0.333333333333333","San Diego"
"2004","30",NA,"Salmon","0.418656767215635","0.885313304188469","0.694444444444444","0.694444444444444","0.222222222222222","0.666666666666667","Monterey"
"2004","20",NA,"Prawns/shrimp","0.0137343716239205","0.0391035498522583","0","0","0","0.111111111111111","Monterey"
"2004","1",NA,"DTS groundfish","0.407226337290599","1","0.555555555555556","0.555555555555556","0.666666666666667","0.888888888888889","Monterey"
"2004","3",NA,"Non-DTS groundfish","0.266664538508174","0.698257380511803","0.5","0.5","0.222222222222222","0.777777777777778","Monterey"
"2004","55",NA,"CA halibut/croaker","0.0833989175815088","0.197916144257648","0.388888888888889","0.388888888888889","0.388888888888889","0.666666666666667","Monterey"
"2004","80",NA,"Other","0.0315356067705522","0.0208283297556137","0","0","0","0.555555555555556","Monterey"
